bar,eq_0.00,eq_0.05,eq_0.10,eq_0.15,eq_0.20,eq_0.25,eq_0.30,eq_0.35,eq_0.40,eq_0.45,eq_0.50,eq_0.55,eq_0.60,eq_0.65,eq_0.70,eq_0.75,eq_0.80,eq_0.85,eq_0.90,eq_0.95,eq_1.00
514,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
515,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
516,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
517,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
518,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
519,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
520,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
521,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
522,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
523,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
524,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
525,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
526,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
527,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
528,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
529,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
530,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
531,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
532,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
533,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
534,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
535,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
536,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
537,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
538,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
539,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
540,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
541,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
542,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
543,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
544,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
545,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
546,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
547,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
548,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
549,103.921200,108.206941,112.311789,116.210910,119.880175,123.296304,126.437006,129.281106,131.808678,134.001161,135.841472,137.314105,138.405233,139.102788,139.396541,139.278167,138.741301,137.781589,136.396721,134.586456,132.352642
550,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
551,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
552,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
553,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
554,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
555,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
556,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
557,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
558,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
559,102.634301,106.866971,110.920986,114.771823,118.395650,121.769476,124.871285,127.680165,130.176437,132.341770,134.159291,135.613689,136.691305,137.380222,137.670337,137.553428,137.023211,136.075384,134.707665,132.919818,130.713666
560,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
561,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
562,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
563,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
564,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
565,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
566,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
567,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
568,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
569,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
570,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
571,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
572,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
573,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
574,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
575,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
576,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
577,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
578,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
579,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
580,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
581,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
582,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
583,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
584,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
585,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
586,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
587,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
588,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
589,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
590,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
591,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
592,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
593,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
594,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
595,99.244804,103.337689,107.257821,110.981484,114.485634,117.748040,120.747411,123.463528,125.877361,127.971184,129.728682,131.135047,132.177075,132.843241,133.123775,133.010727,132.498020,131.581495,130.258945,128.530141,126.396847
596,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
597,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
598,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
599,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
600,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
601,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
602,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
603,91.508327,95.282158,98.896702,102.330092,105.561081,108.569171,111.334731,113.839117,116.064784,117.995386,119.615880,120.912615,121.873413,122.487649,122.746314,122.642079,122.169339,121.324260,120.104808,118.510770,116.543774
604,90.654463,94.393081,97.973897,101.375250,104.576092,107.556113,110.295867,112.776885,114.981784,116.894372,118.499745,119.784380,120.736213,121.344718,121.600969,121.497707,121.029378,120.192185,118.984111,117.404947,115.456305
605,90.654463,94.393081,97.973897,101.375250,104.576092,107.556113,110.295867,112.776885,114.981784,116.894372,118.499745,119.784380,120.736213,121.344718,121.600969,121.497707,121.029378,120.192185,118.984111,117.404947,115.456305
606,90.654463,94.393081,97.973897,101.375250,104.576092,107.556113,110.295867,112.776885,114.981784,116.894372,118.499745,119.784380,120.736213,121.344718,121.600969,121.497707,121.029378,120.192185,118.984111,117.404947,115.456305
607,90.654463,94.393081,97.973897,101.375250,104.576092,107.556113,110.295867,112.776885,114.981784,116.894372,118.499745,119.784380,120.736213,121.344718,121.600969,121.497707,121.029378,120.192185,118.984111,117.404947,115.456305
608,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
609,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
610,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
611,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
612,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
613,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
614,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
615,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
616,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
617,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
618,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
619,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
620,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
621,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
622,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
623,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
624,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
625,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
626,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
627,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
628,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
629,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
630,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
631,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
632,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
633,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
634,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
635,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
636,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
637,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
638,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
639,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
640,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
641,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
642,115.221495,119.973264,124.524469,128.847576,132.915834,136.703430,140.185648,143.339013,146.141431,148.572324,150.612748,152.245514,153.455290,154.228697,154.554392,154.423146,153.827902,152.763832,151.228374,149.221263,146.744546
