min_trades,universe,window,pass,return_pct,sharpe,max_dd_pct,trades,win_rate_pct
8,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
8,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
8,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
8,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
8,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
9,Base5,0,true,148.99,6.4108,28.11,15,46.67
9,Base5,1,true,217.49,1.9278,22.40,15,66.67
9,Base5,2,true,65.11,4.1364,41.48,14,35.71
9,Base5,3,true,188.10,11.5739,28.28,14,64.29
9,Base5,4,true,34.47,6.3393,14.83,9,55.56
9,Base5,5,true,70.46,4.1971,16.11,14,57.14
9,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
9,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
9,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
9,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
9,NoDOGE,4,false,51.04,9.5291,14.83,8,75.00
9,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
9,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
9,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
9,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
9,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
9,Legacy4,4,false,38.04,7.2623,14.34,7,57.14
9,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
9,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
9,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
9,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
9,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
9,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
9,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
9,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
9,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
9,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
9,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
9,OldGuardNoBNB,4,false,19.42,3.6004,17.76,8,50.00
9,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
9,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
9,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
9,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
9,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
9,LargeCaps5,4,false,51.04,9.5291,14.83,8,75.00
9,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
9,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
9,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
9,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
9,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
9,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
9,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
9,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
9,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
9,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
9,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
9,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
9,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
9,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
9,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
9,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
9,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
9,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
9,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
10,Base5,0,true,148.99,6.4108,28.11,15,46.67
10,Base5,1,true,217.49,1.9278,22.40,15,66.67
10,Base5,2,true,65.11,4.1364,41.48,14,35.71
10,Base5,3,true,188.10,11.5739,28.28,14,64.29
10,Base5,4,false,34.47,6.3393,14.83,9,55.56
10,Base5,5,true,70.46,4.1971,16.11,14,57.14
10,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
10,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
10,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
10,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
10,NoDOGE,4,false,51.04,9.5291,14.83,8,75.00
10,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
10,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
10,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
10,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
10,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
10,Legacy4,4,false,38.04,7.2623,14.34,7,57.14
10,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
10,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
10,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
10,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
10,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
10,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
10,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
10,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
10,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
10,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
10,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
10,OldGuardNoBNB,4,false,19.42,3.6004,17.76,8,50.00
10,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
10,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
10,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
10,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
10,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
10,LargeCaps5,4,false,51.04,9.5291,14.83,8,75.00
10,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
10,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
10,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
10,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
10,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
10,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
10,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
10,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
10,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
10,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
10,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
10,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
10,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
10,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
10,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
10,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
10,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
10,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
10,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
12,Base5,0,true,148.99,6.4108,28.11,15,46.67
12,Base5,1,true,217.49,1.9278,22.40,15,66.67
12,Base5,2,true,65.11,4.1364,41.48,14,35.71
12,Base5,3,true,188.10,11.5739,28.28,14,64.29
12,Base5,4,false,34.47,6.3393,14.83,9,55.56
12,Base5,5,true,70.46,4.1971,16.11,14,57.14
12,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
12,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
12,NoDOGE,2,false,194.74,7.3704,23.94,11,45.45
12,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
12,NoDOGE,4,false,51.04,9.5291,14.83,8,75.00
12,NoDOGE,5,false,36.47,4.2544,15.90,11,54.55
12,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
12,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
12,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
12,Legacy4,3,false,106.39,5.0872,28.68,10,50.00
12,Legacy4,4,false,38.04,7.2623,14.34,7,57.14
12,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
12,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
12,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
12,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
12,Legacy5BNB,3,false,231.38,7.2706,28.68,10,50.00
12,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
12,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
12,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
12,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
12,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
12,OldGuardNoBNB,3,false,106.39,5.0872,28.68,10,50.00
12,OldGuardNoBNB,4,false,19.42,3.6004,17.76,8,50.00
12,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
12,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
12,LargeCaps5,1,false,11.49,2.4672,24.55,10,50.00
12,LargeCaps5,2,false,194.74,7.3704,23.94,11,45.45
12,LargeCaps5,3,false,313.15,11.3046,30.95,11,54.55
12,LargeCaps5,4,false,51.04,9.5291,14.83,8,75.00
12,LargeCaps5,5,false,30.26,3.7487,15.90,11,45.45
12,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
12,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
12,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
12,Legacy3,3,false,60.87,4.0457,32.26,10,40.00
12,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
12,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
12,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
12,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
12,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
12,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
12,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
12,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
12,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
12,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
12,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
12,OldGuard4,3,false,60.87,4.0457,32.26,10,40.00
12,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
12,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
15,Base5,0,true,148.99,6.4108,28.11,15,46.67
15,Base5,1,true,217.49,1.9278,22.40,15,66.67
15,Base5,2,false,65.11,4.1364,41.48,14,35.71
15,Base5,3,false,188.10,11.5739,28.28,14,64.29
15,Base5,4,false,34.47,6.3393,14.83,9,55.56
15,Base5,5,false,70.46,4.1971,16.11,14,57.14
15,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
15,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
15,NoDOGE,2,false,194.74,7.3704,23.94,11,45.45
15,NoDOGE,3,false,255.31,15.1699,20.38,13,76.92
15,NoDOGE,4,false,51.04,9.5291,14.83,8,75.00
15,NoDOGE,5,false,36.47,4.2544,15.90,11,54.55
15,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
15,Legacy4,1,false,21.27,3.2513,23.21,14,50.00
15,Legacy4,2,false,90.55,5.0455,32.41,13,46.15
15,Legacy4,3,false,106.39,5.0872,28.68,10,50.00
15,Legacy4,4,false,38.04,7.2623,14.34,7,57.14
15,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
15,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
15,Legacy5BNB,1,false,38.39,5.1646,21.53,13,53.85
15,Legacy5BNB,2,false,90.55,5.0455,32.41,13,46.15
15,Legacy5BNB,3,false,231.38,7.2706,28.68,10,50.00
15,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
15,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
15,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
15,OldGuardNoBNB,1,false,9.25,2.0285,27.96,14,50.00
15,OldGuardNoBNB,2,false,61.57,4.1812,42.70,13,38.46
15,OldGuardNoBNB,3,false,106.39,5.0872,28.68,10,50.00
15,OldGuardNoBNB,4,false,19.42,3.6004,17.76,8,50.00
15,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
15,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
15,LargeCaps5,1,false,11.49,2.4672,24.55,10,50.00
15,LargeCaps5,2,false,194.74,7.3704,23.94,11,45.45
15,LargeCaps5,3,false,313.15,11.3046,30.95,11,54.55
15,LargeCaps5,4,false,51.04,9.5291,14.83,8,75.00
15,LargeCaps5,5,false,30.26,3.7487,15.90,11,45.45
15,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
15,Legacy3,1,false,55.65,6.1775,20.68,14,57.14
15,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
15,Legacy3,3,false,60.87,4.0457,32.26,10,40.00
15,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
15,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
15,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
15,LowVolume5,1,false,36.92,3.3646,26.84,14,50.00
15,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
15,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
15,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
15,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
15,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
15,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
15,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
15,OldGuard4,3,false,60.87,4.0457,32.26,10,40.00
15,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
15,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
20,Base5,0,false,148.99,6.4108,28.11,15,46.67
20,Base5,1,false,217.49,1.9278,22.40,15,66.67
20,Base5,2,false,65.11,4.1364,41.48,14,35.71
20,Base5,3,false,188.10,11.5739,28.28,14,64.29
20,Base5,4,false,34.47,6.3393,14.83,9,55.56
20,Base5,5,false,70.46,4.1971,16.11,14,57.14
20,NoDOGE,0,false,148.99,6.4108,28.11,15,46.67
20,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
20,NoDOGE,2,false,194.74,7.3704,23.94,11,45.45
20,NoDOGE,3,false,255.31,15.1699,20.38,13,76.92
20,NoDOGE,4,false,51.04,9.5291,14.83,8,75.00
20,NoDOGE,5,false,36.47,4.2544,15.90,11,54.55
20,Legacy4,0,false,243.57,8.8308,15.55,16,50.00
20,Legacy4,1,false,21.27,3.2513,23.21,14,50.00
20,Legacy4,2,false,90.55,5.0455,32.41,13,46.15
20,Legacy4,3,false,106.39,5.0872,28.68,10,50.00
20,Legacy4,4,false,38.04,7.2623,14.34,7,57.14
20,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
20,Legacy5BNB,0,false,40.01,3.0943,37.84,19,42.11
20,Legacy5BNB,1,false,38.39,5.1646,21.53,13,53.85
20,Legacy5BNB,2,false,90.55,5.0455,32.41,13,46.15
20,Legacy5BNB,3,false,231.38,7.2706,28.68,10,50.00
20,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
20,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
20,OldGuardNoBNB,0,false,249.79,8.0925,19.12,19,52.63
20,OldGuardNoBNB,1,false,9.25,2.0285,27.96,14,50.00
20,OldGuardNoBNB,2,false,61.57,4.1812,42.70,13,38.46
20,OldGuardNoBNB,3,false,106.39,5.0872,28.68,10,50.00
20,OldGuardNoBNB,4,false,19.42,3.6004,17.76,8,50.00
20,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
20,LargeCaps5,0,false,136.40,5.4663,28.11,16,43.75
20,LargeCaps5,1,false,11.49,2.4672,24.55,10,50.00
20,LargeCaps5,2,false,194.74,7.3704,23.94,11,45.45
20,LargeCaps5,3,false,313.15,11.3046,30.95,11,54.55
20,LargeCaps5,4,false,51.04,9.5291,14.83,8,75.00
20,LargeCaps5,5,false,30.26,3.7487,15.90,11,45.45
20,Legacy3,0,false,205.21,8.2376,15.55,16,43.75
20,Legacy3,1,false,55.65,6.1775,20.68,14,57.14
20,Legacy3,2,false,164.79,7.2433,38.66,17,41.18
20,Legacy3,3,false,60.87,4.0457,32.26,10,40.00
20,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
20,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
20,LowVolume5,0,false,272.60,7.9767,27.09,18,55.56
20,LowVolume5,1,false,36.92,3.3646,26.84,14,50.00
20,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
20,LowVolume5,3,false,159.35,5.4032,38.57,17,58.82
20,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
20,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
20,OldGuard4,0,false,281.15,8.6982,18.49,17,64.71
20,OldGuard4,1,false,13.42,2.1306,31.26,15,53.33
20,OldGuard4,2,false,124.52,6.0626,40.28,18,38.89
20,OldGuard4,3,false,60.87,4.0457,32.26,10,40.00
20,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
20,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
30,Base5,0,false,148.99,6.4108,28.11,15,46.67
30,Base5,1,false,217.49,1.9278,22.40,15,66.67
30,Base5,2,false,65.11,4.1364,41.48,14,35.71
30,Base5,3,false,188.10,11.5739,28.28,14,64.29
30,Base5,4,false,34.47,6.3393,14.83,9,55.56
30,Base5,5,false,70.46,4.1971,16.11,14,57.14
30,NoDOGE,0,false,148.99,6.4108,28.11,15,46.67
30,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
30,NoDOGE,2,false,194.74,7.3704,23.94,11,45.45
30,NoDOGE,3,false,255.31,15.1699,20.38,13,76.92
30,NoDOGE,4,false,51.04,9.5291,14.83,8,75.00
30,NoDOGE,5,false,36.47,4.2544,15.90,11,54.55
30,Legacy4,0,false,243.57,8.8308,15.55,16,50.00
30,Legacy4,1,false,21.27,3.2513,23.21,14,50.00
30,Legacy4,2,false,90.55,5.0455,32.41,13,46.15
30,Legacy4,3,false,106.39,5.0872,28.68,10,50.00
30,Legacy4,4,false,38.04,7.2623,14.34,7,57.14
30,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
30,Legacy5BNB,0,false,40.01,3.0943,37.84,19,42.11
30,Legacy5BNB,1,false,38.39,5.1646,21.53,13,53.85
30,Legacy5BNB,2,false,90.55,5.0455,32.41,13,46.15
30,Legacy5BNB,3,false,231.38,7.2706,28.68,10,50.00
30,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
30,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
30,OldGuardNoBNB,0,false,249.79,8.0925,19.12,19,52.63
30,OldGuardNoBNB,1,false,9.25,2.0285,27.96,14,50.00
30,OldGuardNoBNB,2,false,61.57,4.1812,42.70,13,38.46
30,OldGuardNoBNB,3,false,106.39,5.0872,28.68,10,50.00
30,OldGuardNoBNB,4,false,19.42,3.6004,17.76,8,50.00
30,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
30,LargeCaps5,0,false,136.40,5.4663,28.11,16,43.75
30,LargeCaps5,1,false,11.49,2.4672,24.55,10,50.00
30,LargeCaps5,2,false,194.74,7.3704,23.94,11,45.45
30,LargeCaps5,3,false,313.15,11.3046,30.95,11,54.55
30,LargeCaps5,4,false,51.04,9.5291,14.83,8,75.00
30,LargeCaps5,5,false,30.26,3.7487,15.90,11,45.45
30,Legacy3,0,false,205.21,8.2376,15.55,16,43.75
30,Legacy3,1,false,55.65,6.1775,20.68,14,57.14
30,Legacy3,2,false,164.79,7.2433,38.66,17,41.18
30,Legacy3,3,false,60.87,4.0457,32.26,10,40.00
30,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
30,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
30,LowVolume5,0,false,272.60,7.9767,27.09,18,55.56
30,LowVolume5,1,false,36.92,3.3646,26.84,14,50.00
30,LowVolume5,2,false,717.35,9.7750,32.38,20,40.00
30,LowVolume5,3,false,159.35,5.4032,38.57,17,58.82
30,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
30,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
30,OldGuard4,0,false,281.15,8.6982,18.49,17,64.71
30,OldGuard4,1,false,13.42,2.1306,31.26,15,53.33
30,OldGuard4,2,false,124.52,6.0626,40.28,18,38.89
30,OldGuard4,3,false,60.87,4.0457,32.26,10,40.00
30,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
30,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
