bar,vl_8,vl_9,vl_2,vl_7,vl_78
753,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
754,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
755,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
756,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
757,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
758,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
759,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
760,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
761,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
762,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
763,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
764,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
765,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
766,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
767,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
768,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
769,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
770,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
771,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
772,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
773,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
774,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
775,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
776,141.5483305374,159.5185497741,82.0377490552,159.5185497741,60.3956177568
777,176.9178473206,199.3783913000,102.5370056064,199.3783913000,60.3956177568
778,176.9178473206,199.3783913000,102.5370056064,199.3783913000,60.3956177568
779,176.9178473206,199.3783913000,102.5370056064,199.3783913000,60.3956177568
780,176.9178473206,199.3783913000,102.5370056064,199.3783913000,60.3956177568
781,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
782,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
783,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
784,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
785,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
786,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
787,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
788,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
789,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
790,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
791,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
792,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
793,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
794,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
795,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
796,176.9178473206,199.3783913000,102.5370056064,199.3783913000,65.9201781408
797,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
798,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
799,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
800,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
801,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
802,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
803,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
804,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
805,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
806,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
807,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
808,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
809,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
810,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
811,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
812,172.4168398407,194.3059599757,99.9283381588,194.3059599757,64.2430877885
813,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
814,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
815,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
816,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
817,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
818,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
819,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
820,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
821,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
822,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
823,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
824,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
825,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
826,195.0684011901,219.8332424442,113.0565968859,219.8332424442,72.6831348608
827,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
828,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
829,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
830,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
831,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
832,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
833,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
834,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
835,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
836,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
837,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
838,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
839,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
840,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
841,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
842,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
843,202.5556204229,228.2709989994,117.3959953812,228.2709989994,75.4728976410
844,202.5556204229,228.2709989994,102.8271147597,228.2709989994,75.4728976410
845,202.5556204229,228.2709989994,102.8271147597,228.2709989994,75.4728976410
846,202.5556204229,228.2709989994,102.8271147597,228.2709989994,75.4728976410
847,202.5556204229,228.2709989994,102.8271147597,228.2709989994,75.4728976410
848,202.5556204229,228.2709989994,102.8271147597,228.2709989994,75.4728976410
849,202.5556204229,228.2709989994,102.8271147597,228.2709989994,75.4728976410
850,202.5556204229,228.2709989994,102.8271147597,228.2709989994,75.4728976410
851,217.7393423620,245.3823650939,102.8271147597,245.3823650939,81.1304029194
852,217.7393423620,245.3823650939,102.8271147597,245.3823650939,81.1304029194
853,217.7393423620,245.3823650939,102.8271147597,245.3823650939,81.1304029194
854,217.7393423620,245.3823650939,102.8271147597,245.3823650939,81.1304029194
855,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
856,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
857,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
858,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
859,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
860,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
861,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
862,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
863,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
864,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
865,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
866,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
867,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
868,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
869,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
870,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
871,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
872,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
873,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
874,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
875,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
876,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
877,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
878,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
879,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
880,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
881,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
882,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
883,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
884,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
885,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
886,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
887,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
888,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
889,217.7393423620,245.3823650939,89.8236190994,245.3823650939,81.1304029194
890,217.7393423620,245.3823650939,89.8236190994,245.3823650939,76.4389991790
891,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
892,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
893,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
894,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
895,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
896,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
897,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
898,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
899,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
900,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
901,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
902,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
903,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
904,345.1571797442,388.9764898526,142.3870702761,388.9764898526,76.4389991790
905,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
906,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
907,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
908,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
909,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
910,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
911,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
912,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
913,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
914,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
915,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
916,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
917,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
918,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
919,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
920,329.0561588153,370.8313693930,135.7449450848,370.8313693930,72.8732442193
921,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
922,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
923,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
924,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
925,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
926,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
927,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
928,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
929,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
930,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
931,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
932,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
933,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
934,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
935,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
936,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
937,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
938,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
939,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
940,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
941,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
942,363.9203518183,410.1217339333,150.1274078889,410.1217339333,80.5943179119
943,363.9203518183,410.1217339333,311.4112632447,410.1217339333,80.5943179119
944,363.9203518183,410.1217339333,311.4112632447,410.1217339333,80.5943179119
945,435.3472791116,490.6166420215,311.4112632447,490.6166420215,80.5943179119
946,435.3472791116,490.6166420215,311.4112632447,490.6166420215,80.5943179119
947,435.3472791116,490.6166420215,311.4112632447,490.6166420215,80.5943179119
948,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
949,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
950,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
951,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
952,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
953,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
954,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
955,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
956,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
957,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
958,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
959,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
960,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
961,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
962,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
963,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
964,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
965,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
966,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
967,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
968,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
969,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
970,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
971,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
972,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
973,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
974,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
975,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
976,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
977,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
978,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
979,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
980,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
981,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
982,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
983,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
984,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
985,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
986,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
987,435.3472791116,490.6166420215,311.4112632447,490.6166420215,70.6280292041
988,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
989,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
990,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
991,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
992,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
993,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
994,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
995,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
996,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
997,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
998,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
999,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
1000,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
1001,498.1770799001,561.4229783896,356.3544811577,561.4229783896,80.8211444891
1002,591.9553751242,667.1068645764,423.4356799658,667.1068645764,96.0351506207
1003,591.9553751242,667.1068645764,423.4356799658,667.1068645764,96.0351506207
1004,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1005,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1006,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1007,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1008,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1009,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1010,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1011,443.6765740069,500.0033796629,317.3693485934,500.0033796629,71.9793220945
1012,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1013,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1014,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1015,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1016,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1017,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1018,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1019,443.6765740069,500.0033796629,253.6014482101,500.0033796629,71.9793220945
1020,541.9993314778,610.8086687257,253.6014482101,610.8086687257,87.9305934571
1021,541.9993314778,610.8086687257,253.6014482101,610.8086687257,87.9305934571
1022,541.9993314778,610.8086687257,253.6014482101,610.8086687257,87.9305934571
1023,541.9993314778,610.8086687257,253.6014482101,610.8086687257,87.9305934571
1024,541.9993314778,610.8086687257,253.6014482101,610.8086687257,87.9305934571
1025,541.9993314778,610.8086687257,253.6014482101,610.8086687257,87.9305934571
1026,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1027,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1028,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1029,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1030,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1031,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1032,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1033,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1034,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1035,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1036,541.9993314778,610.8086687257,282.8469151101,610.8086687257,87.9305934571
1037,496.3369072896,559.3491873033,282.8469151101,559.3491873033,80.5226063539
1038,496.3369072896,559.3491873033,282.8469151101,559.3491873033,80.5226063539
1039,496.3369072896,559.3491873033,282.8469151101,559.3491873033,80.5226063539
1040,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1041,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1042,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1043,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1044,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1045,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1046,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1047,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1048,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1049,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1050,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1051,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1052,496.3369072896,559.3491873033,477.3429430941,559.3491873033,80.5226063539
1053,515.6444343372,581.1078947543,477.3429430941,581.1078947543,83.6549392054
1054,515.6444343372,581.1078947543,477.3429430941,581.1078947543,83.6549392054
1055,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1056,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1057,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1058,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1059,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1060,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1061,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1062,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1063,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1064,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1065,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1066,515.6444343372,581.1078947543,612.6889101663,581.1078947543,83.6549392054
1067,726.4502986901,818.6765445420,612.6889101663,818.6765445420,117.8547687628
1068,726.4502986901,818.6765445420,612.6889101663,818.6765445420,117.8547687628
1069,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1070,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1071,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1072,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1073,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1074,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1075,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1076,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1077,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1078,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1079,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1080,726.4502986901,818.6765445420,722.5082933657,818.6765445420,117.8547687628
1081,867.4305313731,977.5548737956,722.5082933657,977.5548737956,140.7265230355
1082,867.4305313731,977.5548737956,722.5082933657,977.5548737956,140.7265230355
1083,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1084,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1085,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1086,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1087,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1088,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1089,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1090,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1091,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1092,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1093,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1094,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1095,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1096,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1097,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1098,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1099,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1100,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1101,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1102,867.4305313731,977.5548737956,679.4409465955,977.5548737956,140.7265230355
1103,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1104,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1105,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1106,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1107,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1108,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1109,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1110,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1111,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1112,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1113,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1114,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1115,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1116,1020.8389431272,1150.4391972861,799.6026802768,1150.4391972861,165.6145476205
1117,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
1118,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
1119,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
1120,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
1121,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
1122,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
1123,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
1124,1030.2629124968,1161.0595834203,806.9842865698,1161.0595834203,167.1434336749
