Date,"Baseline (12,26)","Winner (14,30)","RunnerUp1 (10,35)","RunnerUp2 (8,21)"
2023-12-21,12760.71114907495,20741.93504554324,12159.59859051583,8216.625616415686
2023-12-22,12451.095026978994,19413.57941486889,11944.068954212413,7954.856250553852
2023-12-23,12455.29318261336,19267.20808207071,11860.875769620385,7974.9677153564935
2023-12-24,12375.37421772334,19256.414029681473,11823.7764526597,7407.786931607794
2023-12-25,12485.118590877239,19014.316397540795,11504.532846707276,7580.386914098764
2023-12-26,12236.90477494259,18675.397360191942,11382.427431711645,7190.296506626463
2023-12-27,12405.574144761733,18946.997366608575,11298.277709703574,7049.093874003104
2023-12-28,12890.861259822917,19895.555465262525,11413.623447771275,6994.181360078417
2023-12-29,12866.1236492219,19897.122272669647,11046.444473571935,6601.614193702059
2023-12-30,13005.628365337947,19839.19973200402,11407.159720856547,6410.587556768437
2023-12-31,13240.426774899357,20577.31422792992,11460.381557615805,6400.255811807966
2024-01-01,13118.2108593544,20335.11963079816,11712.573763185195,6709.031104600037
2024-01-02,13202.197738751509,20469.592920948195,11659.47091187385,6649.093647011688
2024-01-03,13216.91568107068,20213.140263347086,11274.847240356203,6691.373865192996
2024-01-04,13259.76363257993,20153.607791312537,11058.926232363587,6794.290770476069
2024-01-05,13014.123267996114,19500.15633105673,11138.741268085378,6681.194273652841
2024-01-06,13032.50902733866,19484.345627224888,11120.07444283765,6674.718365556284
2024-01-07,13205.189215216918,20261.53881008744,11139.2200249853,6531.319651327209
2024-01-08,13694.819014573744,20639.49760693351,11568.358757180575,7080.696872920416
2024-01-09,14034.200878515343,20683.20046793756,11957.96184012412,7656.186508804771
2024-01-10,14800.88311763847,22332.242969396382,12846.989184788368,7728.252330105168
2024-01-11,14528.788284409813,21837.74617244021,12996.084660566294,7333.0069726318025
2024-01-12,14857.255361213247,22143.52540545977,13182.997497888588,7452.348047687931
2024-01-13,14937.240140444508,22620.747119392494,12902.112892751793,7279.347535835147
2024-01-14,15766.930239399919,23741.33581430172,13477.527986728683,7833.14972141428
2024-01-15,15460.934216645908,23914.939957215498,13300.548176425338,7493.219466302381
2024-01-16,15148.730859963282,23658.241528686012,12790.35813788943,7811.9760122392245
2024-01-17,14933.84889801943,23139.82491556967,12374.4336792571,7967.537141116731
2024-01-18,14152.847531588042,22624.902732145958,11845.961637945113,7558.404814050983
2024-01-19,13978.14654309295,22132.883652070515,11696.70573397531,7687.13446143445
2024-01-20,13724.047370606278,21963.438681885524,11503.552642305263,7786.920112563665
2024-01-21,13786.626894748872,22173.78748911782,11380.026869789703,7692.678168144188
2024-01-22,13915.447749441935,22830.956767584998,11429.742680975427,7581.840307148582
2024-01-23,14579.274039694872,24516.158829785567,11737.595879904204,7995.952766820115
2024-01-24,14937.349698695954,25167.52100440747,12221.613655937545,8417.065530573076
2024-01-25,14733.864287277776,24530.657161822663,12317.718618903009,8324.368063229284
2024-01-26,14414.723382673948,24149.357459958617,11610.66795060848,7730.538463010015
2024-01-27,14603.527130977598,24243.22957940478,11540.45665223632,7654.1842739652975
2024-01-28,14133.208416233794,24162.85568591173,10843.111590222796,7364.507084488401
2024-01-29,14791.62469405573,25401.536032576838,11183.115429611044,7723.712006974839
2024-01-30,15239.603884181499,26077.73711194218,11487.329086476035,8436.540097096533
2024-01-31,15073.044290034388,25858.53661722487,11036.15474656077,7982.637630815339
2024-02-01,14439.548909672065,24202.641892974425,10393.142666684898,7733.072261272053
2024-02-02,14939.833207905185,24737.63982156733,10527.581307900118,8371.707133370952
2024-02-03,14909.004919878174,25136.893891613578,10551.637097149369,8921.507669239329
2024-02-04,15382.29736094202,25734.6307277212,10885.543907911697,9123.026915394192
2024-02-05,14781.454189628636,24282.7500092842,10325.565317300543,8863.71512016185
2024-02-06,14571.788491875368,24123.84847535587,10223.974771477811,8875.149291258602
2024-02-07,14585.356174749075,24583.726451281236,10122.255793947155,8934.512091304663
2024-02-08,14614.155177022874,24907.187821468007,10087.259986342542,8925.636638941362
2024-02-09,14461.41333516405,25013.454255137152,10325.722679856326,8937.975985452462
2024-02-10,14698.164723768585,25166.983945689313,10764.17255526367,8418.152155945305
2024-02-11,14317.621732209453,23953.628376114877,10220.71521000554,8348.9761833278
2024-02-12,14278.11243937118,24430.845574570812,10364.552720965632,8353.567295949018
2024-02-13,14332.47479321137,24417.59337387741,10571.273231041694,8331.128636563502
2024-02-14,14528.270313590841,24683.29400579217,10466.751421731793,8966.235014462269
2024-02-15,14798.356262542922,25664.277288896796,10824.048700169405,8966.24746483031
2024-02-16,14394.123588981249,25150.00611245919,10877.177338357957,8586.61711027222
2024-02-17,13853.583163523033,24337.857577999817,10246.017074869473,8743.223777571502
2024-02-18,14307.176082760772,25972.243325236843,10377.727248313555,8838.125119346501
2024-02-19,14437.483700730998,25977.70968663512,10679.778130634044,8779.043815869583
2024-02-20,14178.877133397786,25858.467591707154,10557.10326756437,8565.58889388348
2024-02-21,14740.06006700853,26962.958668981115,11071.54441636613,9152.834651308516
2024-02-22,14794.478391504786,27184.19900213727,11186.899467527706,9245.233685597781
2024-02-23,15242.49114188786,28679.97088210503,11597.259848076645,9192.83088884803
2024-02-24,15280.413881171553,28981.968006582007,11318.16160010058,9069.386810187323
2024-02-25,16079.865242200543,30816.789569975484,12118.91154331398,9424.271325996497
2024-02-26,16798.37023940974,32767.65589981256,12918.046444895746,9863.774498172073
2024-02-27,16707.254137038995,32411.48459246322,12793.50726133265,9928.962168421873
2024-02-28,17126.4270100926,32867.04721067429,13088.592974492956,10325.568345000233
2024-02-29,17416.452754066657,32946.22329524971,12899.666055519747,9965.696329616992
2024-03-01,18026.30358775708,33195.66671444517,13462.737699303165,10665.64296542226
2024-03-02,17605.874549643133,33416.54623615799,13319.820192528974,10470.692825919963
2024-03-03,17921.922647766147,33503.45349470071,13531.73722425165,11110.267628143005
2024-03-04,18410.48523042986,34361.304008146035,14187.818750683296,11589.260410124994
2024-03-05,17615.73243514004,32671.44562364257,13512.597650524189,11419.528191491854
2024-03-06,17108.7258870701,31844.549778254837,13297.068053950185,11215.5383073252
2024-03-07,16250.196259044991,30565.870525967144,12393.332145570903,11047.169387846212
2024-03-08,16153.748567720924,30779.07275837359,12318.854969583546,11145.91816950522
2024-03-09,16456.446496246183,31124.70089681767,12496.425639391535,11340.692583950758
2024-03-10,17087.69811459509,32309.61972004179,13009.36815246809,12590.072423035037
2024-03-11,17133.02100407877,32546.245269822735,12947.30322096094,12960.078537891295
2024-03-12,17844.30502962809,33853.328229748106,13425.190348851262,13772.40667191634
2024-03-13,17242.906688846266,33481.7040084329,13218.489859365945,12731.73714499777
2024-03-14,16522.419402766838,32269.359471596254,12579.632079673253,11651.929927262985
2024-03-15,16512.692778838336,32614.80424566259,12169.651808207298,11744.375206092767
2024-03-16,16684.451802193944,33305.09452489851,12716.960388378244,11927.67478788491
2024-03-17,16684.162014916677,33900.71852985937,13069.380187113671,11705.309740811244
2024-03-18,15835.170870690492,32191.612728981545,12101.108967814085,11097.275357262244
2024-03-19,15812.558231044852,31526.79539763744,12252.827289073583,11606.507203815128
2024-03-20,15309.533279195814,30672.19839362988,11760.500772683832,11440.176240620205
2024-03-21,15578.090260131103,30946.67012523466,12019.637142877275,11267.037636663592
2024-03-22,15733.32524651177,31034.371556584625,12205.354851221937,11350.596094187804
2024-03-23,15376.226047436221,30577.037136721578,11886.181148885506,10790.833632354768
2024-03-24,15190.993681292464,30767.386515835602,11565.020663520085,10520.17429891833
2024-03-25,14800.883828283633,29956.81106325488,11124.3107766513,10090.353201659806
2024-03-26,14789.531884416212,30080.447881785858,10913.477645206762,9935.233771505518
2024-03-27,15154.516205003954,31636.9820170341,10988.869978111501,9828.850791985953
2024-03-28,14793.184784395795,30968.68206014083,10726.295771664638,9531.458204640106
2024-03-29,14991.430663322966,32622.300292871827,10710.376929326643,9509.75555156085
2024-03-30,14804.690799865395,32482.134736828186,10730.806147312649,8541.799897976003
2024-03-31,14523.07862437385,30985.216565814542,10857.152733590403,8887.445179152226
2024-04-01,14495.83682895297,31283.622091208443,10712.93678431542,9157.621332754778
2024-04-02,14132.265903810694,30648.009741766888,10510.045383584746,8799.758106528072
2024-04-03,13947.963736518082,30830.45725322165,10485.919902362846,8676.730585626052
2024-04-04,13541.423172342149,30207.479324596694,10295.605127291412,8091.821136006766
2024-04-05,14217.38567193395,31737.10134498943,10800.515267731007,8946.16878090051
2024-04-06,14241.293468435104,31219.824509219772,10979.276299454943,9470.131648770775
2024-04-07,14003.561595543046,30584.090744439032,10912.154474461406,9338.860096678825
2024-04-08,14089.676466323868,30400.560688058402,10706.88347522464,9686.922838636669
2024-04-09,14061.381560541004,30080.85431483891,10873.646719775174,9714.52651960776
2024-04-10,13994.952219481522,30206.23805609774,11018.894595669877,9272.53084242521
2024-04-11,14221.02902180472,31484.27738294806,11020.886118090273,9320.886007572588
2024-04-12,14501.71932324275,32332.61022811595,11237.000898825188,9558.282459160731
2024-04-13,14320.991230118694,31339.226310607602,11258.656595253882,9294.997531746765
2024-04-14,14126.290823742418,31110.256006536296,11067.237370593435,9093.160378894348
2024-04-15,14040.45534976321,31479.5149980819,11241.9567671813,9005.630450048395
2024-04-16,13243.687180739398,29325.303345918754,11168.511065137718,8419.821511154762
2024-04-17,12752.614219313746,28133.40504568201,10600.642442184082,8087.912151432541
2024-04-18,13198.59681616487,29181.114780988773,10661.091246588827,8140.086385985604
2024-04-19,13751.937334270602,30130.87041639816,11151.547874133057,8338.754373383215
2024-04-20,13677.320683889162,30261.247008139126,11256.11197041612,7965.961861440097
2024-04-21,13885.406402342349,30698.83668539939,11367.951577796784,8331.35880320845
2024-04-22,14004.560599679942,31177.839942560902,11792.174024443722,7882.04838129817
2024-04-23,15093.72356968976,33318.14373656489,12348.897927773742,8827.554727187726
2024-04-24,15528.262404264346,34116.67858534516,12859.00961916834,9472.485211714024
2024-04-25,15491.026566021887,34410.692149906805,12675.18674344185,9359.732786339651
2024-04-26,15133.361828518468,33394.357428279014,12834.304353684594,8389.208290445711
2024-04-27,14537.695182417534,32889.27584899368,12867.124326069237,7933.3673135550935
2024-04-28,14623.272646537069,32905.27245793127,12743.074047971759,7967.875280864678
2024-04-29,14358.463185536702,32400.376057435667,12385.064099230362,7565.994837599047
2024-04-30,13859.415517841351,31680.916071245974,12190.28707116907,7158.274506679205
2024-05-01,13646.474993623466,30505.299870826144,11919.190702506061,7364.469331477199
2024-05-02,13288.409228975184,28868.301063216433,11612.450455590246,7297.343996119412
2024-05-03,13859.525668210528,29519.068296569396,12093.64000390598,7438.470772599984
2024-05-04,14176.091009783991,30794.93571532293,11892.951866334859,7267.364508855227
2024-05-05,14184.606360369498,30568.68057949567,11897.636438788792,7199.416342797878
2024-05-06,14720.764671595069,32964.088943692776,12161.9319363881,7451.214204687586
2024-05-07,14761.014299580349,32789.61674874886,12074.792190983822,7583.053038749608
2024-05-08,14454.987400724785,32176.436463952843,12186.811732085973,7286.822460145063
2024-05-09,15016.969874312203,34243.89015400852,12331.884257352025,7708.808902476501
2024-05-10,15231.303347486073,35797.801935191244,12700.893909363724,8275.827623196308
2024-05-11,14848.523119600071,35970.87865502043,12328.073714075084,8247.861627287955
2024-05-12,14789.745731543788,36484.15083327607,12213.968183095825,8198.399457887952
2024-05-13,14477.823244992547,36247.586093784616,12163.5428692318,7961.514771960132
2024-05-14,13988.907251385419,35295.34066815436,11857.259170664129,7578.986385878819
2024-05-15,14324.00367245492,36605.77113826532,12263.595308888933,8045.6178318341545
2024-05-16,15019.225149651404,38179.61434396583,13067.747930751677,8322.142130254551
2024-05-17,14506.10549781634,36352.896108619294,12558.339052875135,8019.017032735089
2024-05-18,14721.872660701056,36929.7193477491,12583.277210188231,8160.934316927099
2024-05-19,14494.183232573545,36246.809926422415,12126.557455244609,7897.612007162395
2024-05-20,14329.266464921524,35578.22076899327,11796.503623926443,7472.0103714208035
2024-05-21,14128.51561827798,35437.16988812249,12336.45947304283,7427.764131183754
2024-05-22,13834.645753685869,35181.6615295803,12401.02616829641,7242.73952703345
2024-05-23,13862.49545863904,35313.23376762458,12090.887681362405,7366.022244139514
2024-05-24,13585.60939962836,35365.86851899568,11542.877574901571,7084.793868829726
2024-05-25,13688.335907010769,35051.61289179773,11738.190806969553,7401.783144922928
2024-05-26,13682.094672799554,34943.52625692506,11862.758141115484,7201.899756817731
2024-05-27,13611.307603560123,34388.45809020487,11935.864293239229,7529.371127089256
2024-05-28,13313.36844529643,32645.59617137381,11627.993559673185,6951.814933216525
2024-05-29,13132.049909239166,32148.062343341087,11449.534041302806,6936.951190595531
2024-05-30,13390.551431130187,32763.466497881018,11739.872837966097,7184.7125823234255
2024-05-31,13568.952806365623,33975.41406581499,11909.80331005805,7117.093736166912
2024-06-01,13248.197944053549,33463.790199930765,11114.907968503643,7021.219714500435
2024-06-02,13291.69585352293,33075.097255545574,11099.604403492964,7314.687028564114
2024-06-03,13552.009438008532,34685.03755298098,11118.221941945912,6984.345380707383
2024-06-04,12997.256142418486,33839.888636778116,10725.92496402885,6773.7932025299215
2024-06-05,13184.208737281313,34656.60320223521,11513.958506183031,6372.949117248985
2024-06-06,12976.351855465538,33975.561608692245,11427.285099898736,6076.529886693406
2024-06-07,13171.840164248037,34034.22471370862,11520.316052372544,6473.001916450724
2024-06-08,12931.039446032515,33201.11268575594,11533.778982544796,6228.561376706982
2024-06-09,12357.909236611067,32208.16947062911,11160.63594872511,5704.299275329914
2024-06-10,11864.970020848035,31779.343640854637,10832.599823873508,5418.995615919801
2024-06-11,11888.725158129499,32591.333924855,10985.762270693209,5766.025527524476
2024-06-12,11975.430374264713,32611.702672375046,11514.82867972805,5494.283707824555
2024-06-13,11714.271199058428,31327.043797188864,11016.981739124549,5188.098240413324
2024-06-14,11910.658747212467,31954.096737051466,11297.906096852064,5515.800538958519
2024-06-15,11425.442312626918,29749.2163829119,10652.47113677999,5574.925886445087
2024-06-16,11415.707893290146,29875.73744994915,10763.265973322563,5551.2874693036165
2024-06-17,11079.225279841516,28893.92469558107,10265.19191209396,5163.837988533667
2024-06-18,10907.54268296851,28230.48420129516,10029.416428232194,5399.462945612192
2024-06-19,10929.193792877379,27622.503152437363,9990.140432740667,5668.446561469817
2024-06-20,10702.84653763243,27242.91887848078,9989.556178972123,5653.635149175772
2024-06-21,10608.512840485348,26781.285012818396,10090.409686288624,5459.900066424571
2024-06-22,10883.881405453722,27049.270165866674,10088.846749332202,5606.674039267282
2024-06-23,10735.617943286572,25505.09915401716,9970.378469594718,5494.566748135323
2024-06-24,10968.49821847494,26083.151678566643,10035.346358685516,5679.113158323977
2024-06-25,10667.493326481945,26032.784304496276,9522.132363305393,5753.754336831088
2024-06-26,10817.319384449469,27073.217015237475,9608.807651385749,5993.29536308462
2024-06-27,11215.820944563446,27942.93686823614,9886.767385719399,6041.25284210511
2024-06-28,10531.755547518029,25909.421799027008,9794.748995870297,5884.208479333231
2024-06-29,10330.363301266243,25579.157337095254,9702.609147471658,5814.535594868748
2024-06-30,10487.661710027494,25612.726444798693,9576.602458921187,6030.612211522605
2024-07-01,10442.815056380494,25621.356322920055,9430.484497292062,6266.363784690797
2024-07-02,10548.064501289482,26194.602998467497,9714.364528996759,6125.615639627123
2024-07-03,10397.231085207968,26291.245031661816,9989.127628859387,6021.453466094516
2024-07-04,10428.056220825503,26341.478945154944,9701.409199569021,5943.882589278295
2024-07-05,10395.813391727881,26183.387037892004,9309.1247436056,5642.902760965702
2024-07-06,10707.63115232183,26671.040585420644,9923.658491081389,5886.649672588119
2024-07-07,10784.30337093199,26548.76298119318,10069.484455269903,6375.378576210372
2024-07-08,10883.951051795066,26724.114547424615,9984.016771574697,6086.967548140001
2024-07-09,10780.586994170533,26612.907816702405,10001.693510978801,6016.267207634089
2024-07-10,10657.794430828057,26667.307421556576,9367.230056068756,6055.295436252986
2024-07-11,10551.067760243894,26073.63084510961,9279.686295477866,6009.741423766371
2024-07-12,10663.555896512258,26957.127933073418,9435.442691913398,6058.622210575682
2024-07-13,10559.856952659691,26580.32937661553,9523.635976402158,5756.457127241741
2024-07-14,10644.804364154408,26804.29737374076,9404.24990247987,5846.444430111637
2024-07-15,11205.626094615493,27994.705591647195,9891.996736240295,6051.365830760068
2024-07-16,11458.628038202143,27648.786760137536,9922.075520497214,5802.886330477206
2024-07-17,11374.400380962401,27810.326544906107,9904.46002859884,5962.768147987995
2024-07-18,11725.077103614143,29026.31983295248,10018.182089840877,6335.232206664721
2024-07-19,11614.839284977941,28625.991967602535,9847.935037992558,6278.264256333892
2024-07-20,11032.318933434393,27155.87814940276,9183.575952753645,5973.792397310963
2024-07-21,10763.106546219387,26678.391526557098,9091.195377143596,6004.7794550909975
2024-07-22,10268.32871216117,24773.381608160587,8851.167038612337,5740.349455446483
2024-07-23,10186.30697510857,24376.437241078158,8743.352241772905,5844.444411912619
2024-07-24,10199.146402298875,24706.432105957498,8761.382751333122,5799.220331333099
2024-07-25,10634.761458975016,25357.00528812212,8863.922101418451,6298.774091294586
2024-07-26,10730.18913400197,25715.17837729133,8887.243011034081,6420.303108226542
2024-07-27,10679.998532472198,25073.32454330419,8839.716435855005,6423.361058572386
2024-07-28,10909.993791044777,25823.22621519765,9484.788063239366,6329.495332493246
2024-07-29,10315.634973766713,24340.01953116359,8783.92099212241,6003.415269540768
2024-07-30,10384.65032614456,23928.62220659842,9097.852974845653,5896.558997252949
2024-07-31,10593.08718358327,24858.160683057748,9453.626551746034,5912.658437357791
2024-08-01,10209.991828080314,23647.77302431388,9182.839753814445,5531.632592803355
2024-08-02,10510.102807404692,24097.311444964616,9763.163712678497,5532.441252387821
2024-08-03,10607.451690718202,24411.39745674384,9922.707467680175,5940.3580672344915
2024-08-04,10505.808989959729,24593.70793686612,9910.602716734897,6113.815062820374
2024-08-05,10680.410772592268,24655.516762508916,10057.538861240751,6576.585170759107
2024-08-06,11295.253412703903,26176.044307920984,10854.702740756626,6750.451687984683
2024-08-07,11355.645251386695,26499.219946822654,11148.959710321045,6803.233027655644
2024-08-08,11435.197390640747,26977.59378924284,11084.760579526208,6590.2975306937815
2024-08-09,11313.023484558635,26754.445916800225,10680.889929891584,6373.9824085221335
2024-08-10,11081.716170596905,26040.802313545402,10431.134231827797,6053.788400151196
2024-08-11,11320.620189663985,26314.81566307252,10478.905742696605,6421.263981336269
2024-08-12,11087.391689724998,25787.46564710952,10261.547225201319,6198.130223535027
2024-08-13,11116.09867567206,25450.591825789084,10541.774285631742,6413.201942830194
2024-08-14,10992.249371827333,24045.241570796195,10334.835066445807,6449.552272231682
2024-08-15,11132.669813541763,24532.437057915216,10452.438288553141,6984.6142733640845
2024-08-16,11234.439700578865,25107.910450722087,10556.38705249224,6743.452174276708
2024-08-17,11534.831750857009,24930.43360399425,11004.718830261992,7195.191622925704
2024-08-18,11396.985782483507,24247.492022251863,10386.356238321507,7346.634398319556
2024-08-19,11329.209351094813,24328.553736782276,10202.688737938337,7082.574862810102
2024-08-20,11061.057242541858,24482.06410106887,10017.408273629833,7110.749330813062
2024-08-21,10947.047258781457,24232.082825494734,10160.753521326691,7100.412322436161
2024-08-22,11059.063054791572,24235.0898773158,10160.57914003304,7130.4575450654875
2024-08-23,11277.199926316414,24677.804492412946,9970.651757743653,7107.491213714239
2024-08-24,11026.23561811078,24617.499502660692,9884.43356249264,6778.749631175774
2024-08-25,11274.768600854994,24968.98059599364,9971.474825089637,7362.322192853702
2024-08-26,11665.900994850286,25586.65359230722,10063.841254160889,7641.947060006965
2024-08-27,11795.810981866747,25708.22891912096,10045.647551673246,7913.33827616802
2024-08-28,12358.70584706459,26636.449228716698,10464.986969331638,8139.382019561248
2024-08-29,12129.516984258322,26174.78864170957,10155.093727658283,7781.291605795057
2024-08-30,11761.794088761908,25987.324567662796,9415.682359812332,7772.82198063919
2024-08-31,11248.179991304833,24929.504870530272,9194.947863276138,7083.2009445126505
2024-09-01,11677.872927562827,25842.569441859603,9764.009883499282,7291.197762769639
2024-09-02,11878.255200481475,26202.813036571137,10051.380552735722,7434.804303517959
2024-09-03,11871.251581984132,25580.051834007747,9818.049318899179,7453.33629378938
2024-09-04,11963.838033202348,26136.055315512032,9852.210477258306,7475.743546934586
2024-09-05,11636.779886878385,25363.16915434443,9596.045209998141,7338.217112006433
2024-09-06,12357.60624690534,26951.760584195574,10276.620700563408,7989.292001832494
2024-09-07,12407.413944043104,28364.80553350745,10454.36320889249,8199.192344658868
2024-09-08,12451.272537698,28605.705188518914,10337.009326988573,7986.950040680216
2024-09-09,12687.151506551349,28860.710979869436,10541.029520199028,8083.703388151502
2024-09-10,12849.867152733927,29073.4469859289,10766.919327609148,8485.872803092072
2024-09-11,12932.069045696271,29778.293205291586,11146.923662357285,8771.64497591867
2024-09-12,12686.85294501588,29244.937224222256,11104.301866805621,8225.664187838785
2024-09-13,12846.53867025221,29009.277855680575,11413.429054603133,8424.641168835984
2024-09-14,13461.253412996623,30875.490449249995,11952.537974406903,8366.417767495815
2024-09-15,13924.798420432466,31691.687587749202,12681.916611541177,8693.43676145276
2024-09-16,14490.558324720872,33943.71841690135,13276.615285714015,9575.174172558858
2024-09-17,14316.955756984706,34076.82224169566,12898.190187378583,9174.786228660474
2024-09-18,13974.20611087677,33001.802265029706,12968.153645924847,8701.699167045133
2024-09-19,13941.441167077352,33564.59317918837,13121.575022896568,8876.966643604983
2024-09-20,13972.016459666347,33686.11753478646,13033.956837342055,8485.744428435182
2024-09-21,14365.395620486664,35122.96965507765,13258.886296713335,8585.771124055591
2024-09-22,13769.064837494709,33857.9736053904,12815.979510499952,8345.631027784397
2024-09-23,14306.592027386305,34826.15407755999,13411.288371712511,8543.539808982274
2024-09-24,14261.523437456359,34385.22171414396,13425.412573614742,8451.745310448334
2024-09-25,14120.733296604783,34570.34432675176,13384.43483200949,8546.96556264837
2024-09-26,13774.738484457677,33517.69912712077,13529.276749880042,8422.979110870914
2024-09-27,13215.87782813997,31896.96035227938,13299.116924997817,8112.811272606278
2024-09-28,13498.423577136464,32165.577067749524,13621.261609745854,8219.442191573246
2024-09-29,13533.964240421266,32468.531212965645,13913.131374542838,8332.854692397577
2024-09-30,13108.334294597676,32410.620346228287,13211.533210861888,8011.990580017784
2024-10-01,12694.412824982182,30826.751850562912,12921.677723205414,7842.132390279082
2024-10-02,12598.003615414633,30601.375725878544,13297.32692249388,7658.139966578392
2024-10-03,13133.74049855198,32625.201484803634,13777.870288027663,7972.897351292273
2024-10-04,13059.012354838871,32401.1024392313,13471.202820854653,7684.617347690383
2024-10-05,12578.720504826282,31379.433288549928,12826.18246150426,7364.117628498437
2024-10-06,12511.505148251725,30712.725190111563,12482.837632618306,7140.189832954812
2024-10-07,12436.209793696638,30725.18266310466,12216.7981174499,6852.859371286853
2024-10-08,11607.682559495604,28498.82245888209,11354.277269020287,6402.458284920924
2024-10-09,11601.212766164477,28912.075609839696,11030.21661884547,6438.114115774777
2024-10-10,11543.515720877282,29284.716394842748,10982.65070231336,6552.812418072957
2024-10-11,11753.667261383947,30990.81093025498,11371.88072652972,6597.973798039929
2024-10-12,12306.370563215438,32799.73201578079,11674.572713048845,7018.712586346762
2024-10-13,12662.813827595372,33967.378753935445,12351.71658549255,7356.905500683055
2024-10-14,12587.821892936405,33865.389538785836,12409.6428676422,7405.672773743507
2024-10-15,12249.673373971758,32740.929934664746,12349.972606193938,7001.922359366811
2024-10-16,13047.543539258912,35156.16129847295,12952.905731301018,7533.566414246257
2024-10-17,13077.297951493587,35095.11131448753,13203.63438079613,7633.255957694762
2024-10-18,13092.313727369754,35236.63440591918,12931.007621930332,7643.0143848929865
2024-10-19,13094.891248123042,35950.90492853151,13164.955142833764,7164.731591309062
2024-10-20,13170.21462112568,35636.032037143304,13283.456851771929,7243.128225098791
2024-10-21,13133.219352626771,36150.92700057267,13396.319272897841,7700.068356112505
2024-10-22,12955.375203843216,36361.979667104286,12910.349508299743,7500.660584862488
2024-10-23,12788.620434822646,35817.05630857654,12522.660792414421,7229.12966742532
2024-10-24,12788.379602650715,34687.114256577086,12673.266753849817,7308.503645049025
2024-10-25,12624.87224986428,33915.595481557524,12280.226950323673,7272.744343404895
2024-10-26,12409.982474160328,33979.448929492944,12196.64819853026,7395.354056205932
2024-10-27,12452.93039164909,34101.461401715846,11904.477024760004,7142.956439336725
2024-10-28,12383.512397462453,33400.9258070374,12044.566235922666,7254.45466143834
2024-10-29,12859.037102875682,34504.76602049079,12188.250289116595,7687.926238878812
2024-10-30,12017.101354439756,32578.066223297184,11565.98484794461,7099.907006406364
2024-10-31,12354.63374723875,33815.80659542141,12020.480706023563,7389.988318516898
2024-11-01,12749.390608515685,34839.26750672739,12219.048072025958,7876.479136428085
2024-11-02,12098.728572081181,32791.10669450845,11770.089861021714,7638.855449027233
2024-11-03,12004.755450293904,32340.821788849313,11745.725950469221,7310.121214348985
2024-11-04,11902.882835641018,31614.884324920335,11525.627987120686,7420.285631332659
2024-11-05,11493.568972109011,31248.893141878707,10917.772171028066,7123.717370652152
2024-11-06,11279.266583624621,30495.404359507513,10296.925849005303,6991.759510965516
2024-11-07,10975.127971332937,30197.914428076467,10106.194085589992,6798.33300134321
2024-11-08,11464.692882633966,32310.46509360022,10219.185050544967,7099.908056242234
2024-11-09,11742.046272298876,33624.732721805936,10474.554777915222,7541.255243945206
2024-11-10,12124.706378396686,34567.70528284061,10744.69846013605,7791.143984421805
2024-11-11,12353.157690449796,35471.29967305513,11084.043619468184,7689.388511241786
2024-11-12,12014.356352338953,34447.578700371414,10729.399783983506,7365.08993957934
2024-11-13,11866.423502593101,33545.59693029617,10534.271571391122,7303.344959821586
2024-11-14,12021.094786268332,34177.980793371134,10819.961647567385,7675.919581345528
2024-11-15,11663.428806306732,32516.02685596434,10587.71793458217,7562.0421392815015
2024-11-16,11880.65971008488,33740.95109767583,10843.060147794238,7522.503234161934
2024-11-17,11818.783630972763,33331.41014226494,10892.261873307736,8038.748175848237
2024-11-18,11717.490507257162,33142.032690496606,10470.14929289669,8025.20840877045
2024-11-19,11935.131166624575,33939.165432088485,10814.419034489978,8494.627897406102
2024-11-20,12077.237793935496,34241.84635780329,11070.294996826304,8565.522431366653
2024-11-21,11977.912728666592,34257.770363042575,10759.810761427912,8623.375749622108
2024-11-22,12334.653839060504,35095.33353724974,11012.800525276074,9121.337969548917
2024-11-23,12011.158014030561,34598.08695745125,10730.857416297496,9189.716990345138
2024-11-24,12205.71943797867,34498.39653062342,10868.196670272016,9643.130994910767
2024-11-25,12396.464702355912,35140.22545787719,11103.203536476818,10059.291832644942
2024-11-26,12310.4498364004,35916.76614124164,11348.979694205904,9885.415675498441
2024-11-27,12420.669301527152,35726.26440253207,11692.184119134552,9811.238253076253
2024-11-28,12042.114137195054,34230.48052501121,11047.964284826923,9578.246873006643
2024-11-29,12329.928799283352,35363.6575456463,11437.372340600461,10096.28238206129
2024-11-30,12282.796987893344,35327.58822921108,11700.972213340074,9984.350656439146
2024-12-01,12132.110706935313,35068.91864610675,11656.292035456692,10166.66765417954
2024-12-02,12459.983797012103,36331.90117240847,12211.056675176646,10909.914663136424
2024-12-03,12250.54900975745,36047.48778916141,12508.728610886506,10406.104851346372
2024-12-04,11828.988845479047,35355.85864899732,12357.163287529596,9748.852076718169
2024-12-05,11378.118308301393,34168.81270846303,11972.561767673493,9297.10436794229
2024-12-06,11559.6021260085,34627.66215455711,12405.423821856833,9544.162399900157
2024-12-07,11198.818461076313,33852.60279333837,12074.789002065603,9064.388641011239
2024-12-08,11699.06805286007,36415.298186669395,12594.179080066786,9875.677895755698
2024-12-09,11099.511461700298,34394.2435602085,11893.765042628427,9442.619022209492
2024-12-10,11579.1369934724,35462.32377885225,12755.100873080122,9900.736763860245
2024-12-11,11649.485307086046,36288.07883091807,12621.211746654353,9538.426179355518
